HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
2025-02-28 23:00:00;2025-03-01 00:00:00;DK2;956,154038;128,199997
2025-03-01 00:00:00;2025-03-01 01:00:00;DK2;897,830132;120,379997
2025-03-01 01:00:00;2025-03-01 02:00:00;DK2;873,292317;117,089996
2025-03-01 02:00:00;2025-03-01 03:00:00;DK2;836,448360;112,150002
2025-03-01 03:00:00;2025-03-01 04:00:00;DK2;818,548425;109,750000
2025-03-01 04:00:00;2025-03-01 05:00:00;DK2;834,509180;111,889999
2025-03-01 05:00:00;2025-03-01 06:00:00;DK2;873,441520;117,110001
2025-03-01 06:00:00;2025-03-01 07:00:00;DK2;1012,911708;135,809998
2025-03-01 07:00:00;2025-03-01 08:00:00;DK2;1035,361258;138,820007
2025-03-01 08:00:00;2025-03-01 09:00:00;DK2;1027,530021;137,770004
2025-03-01 09:00:00;2025-03-01 10:00:00;DK2;932,884179;125,080002
2025-03-01 10:00:00;2025-03-01 11:00:00;DK2;836,075415;112,099998
2025-03-01 11:00:00;2025-03-01 12:00:00;DK2;762,312836;102,209999
2025-03-01 12:00:00;2025-03-01 13:00:00;DK2;725,468819;97,269997
2025-03-01 13:00:00;2025-03-01 14:00:00;DK2;741,280430;99,389999
2025-03-01 14:00:00;2025-03-01 15:00:00;DK2;729,421762;97,800003
2025-03-01 15:00:00;2025-03-01 16:00:00;DK2;935,345433;125,410004
2025-03-01 16:00:00;2025-03-01 17:00:00;DK2;1081,453500;145,000000
2025-03-01 17:00:00;2025-03-01 18:00:00;DK2;1182,513487;158,550003
2025-03-01 18:00:00;2025-03-01 19:00:00;DK2;1124,562467;150,779999
2025-03-01 19:00:00;2025-03-01 20:00:00;DK2;995,011833;133,410004
2025-03-01 20:00:00;2025-03-01 21:00:00;DK2;935,419971;125,419998
2025-03-01 21:00:00;2025-03-01 22:00:00;DK2;910,136342;122,029999
2025-03-01 22:00:00;2025-03-01 23:00:00;DK2;894,399321;119,919998
2025-03-01 23:00:00;2025-03-02 00:00:00;DK2;765,296170;102,610001
2025-03-02 00:00:00;2025-03-02 01:00:00;DK2;431,537245;57,860001
2025-03-02 01:00:00;2025-03-02 02:00:00;DK2;225,389819;30,219999
2025-03-02 02:00:00;2025-03-02 03:00:00;DK2;159,383878;21,370001
2025-03-02 03:00:00;2025-03-02 04:00:00;DK2;142,155191;19,059999
2025-03-02 04:00:00;2025-03-02 05:00:00;DK2;142,080608;19,049999
2025-03-02 05:00:00;2025-03-02 06:00:00;DK2;324,883555;43,560001
2025-03-02 06:00:00;2025-03-02 07:00:00;DK2;676,393242;90,690002
2025-03-02 07:00:00;2025-03-02 08:00:00;DK2;769,025320;103,110001
2025-03-02 08:00:00;2025-03-02 09:00:00;DK2;663,788700;89,000000
2025-03-02 09:00:00;2025-03-02 10:00:00;DK2;251,419286;33,709999
2025-03-02 10:00:00;2025-03-02 11:00:00;DK2;83,682126;11,220000
2025-03-02 11:00:00;2025-03-02 12:00:00;DK2;55,191420;7,400000
2025-03-02 12:00:00;2025-03-02 13:00:00;DK2;23,419062;3,140000
2025-03-02 13:00:00;2025-03-02 14:00:00;DK2;21,256155;2,850000
2025-03-02 14:00:00;2025-03-02 15:00:00;DK2;141,707700;19,000000
2025-03-02 15:00:00;2025-03-02 16:00:00;DK2;403,941528;54,160000
2025-03-02 16:00:00;2025-03-02 17:00:00;DK2;743,517942;99,690002
2025-03-02 17:00:00;2025-03-02 18:00:00;DK2;1018,654629;136,580002
2025-03-02 18:00:00;2025-03-02 19:00:00;DK2;874,336531;117,230003
2025-03-02 19:00:00;2025-03-02 20:00:00;DK2;603,376485;80,900002
2025-03-02 20:00:00;2025-03-02 21:00:00;DK2;455,702115;61,099998
2025-03-02 21:00:00;2025-03-02 22:00:00;DK2;261,935489;35,119999
2025-03-02 22:00:00;2025-03-02 23:00:00;DK2;189,515403;25,410000
2025-03-02 23:00:00;2025-03-03 00:00:00;DK2;211,144466;28,309999
2025-03-03 00:00:00;2025-03-03 01:00:00;DK2;201,672439;27,040001
2025-03-03 01:00:00;2025-03-03 02:00:00;DK2;192,424133;25,799999
2025-03-03 02:00:00;2025-03-03 03:00:00;DK2;149,986420;20,110001
2025-03-03 03:00:00;2025-03-03 04:00:00;DK2;111,427002;14,940000
2025-03-03 04:00:00;2025-03-03 05:00:00;DK2;149,986420;20,110001
2025-03-03 05:00:00;2025-03-03 06:00:00;DK2;311,831530;41,810001
2025-03-03 06:00:00;2025-03-03 07:00:00;DK2;437,802217;58,700001
2025-03-03 07:00:00;2025-03-03 08:00:00;DK2;522,826815;70,099998
2025-03-03 08:00:00;2025-03-03 09:00:00;DK2;332,565597;44,590000
2025-03-03 09:00:00;2025-03-03 10:00:00;DK2;149,911830;20,100000
2025-03-03 10:00:00;2025-03-03 11:00:00;DK2;31,996107;4,290000
2025-03-03 11:00:00;2025-03-03 12:00:00;DK2;18,123669;2,430000
2025-03-03 12:00:00;2025-03-03 13:00:00;DK2;12,455361;1,670000
2025-03-03 13:00:00;2025-03-03 14:00:00;DK2;80,624223;10,810000
2025-03-03 14:00:00;2025-03-03 15:00:00;DK2;260,220080;34,889999
2025-03-03 15:00:00;2025-03-03 16:00:00;DK2;526,928910;70,650002
2025-03-03 16:00:00;2025-03-03 17:00:00;DK2;963,537792;129,190002
2025-03-03 17:00:00;2025-03-03 18:00:00;DK2;1220,625408;163,660004
2025-03-03 18:00:00;2025-03-03 19:00:00;DK2;765,967388;102,699997
2025-03-03 19:00:00;2025-03-03 20:00:00;DK2;657,747492;88,190002
2025-03-03 20:00:00;2025-03-03 21:00:00;DK2;596,216517;79,940002
2025-03-03 21:00:00;2025-03-03 22:00:00;DK2;514,697298;69,010002
2025-03-03 22:00:00;2025-03-03 23:00:00;DK2;300,569483;40,299999
2025-03-03 23:00:00;2025-03-04 00:00:00;DK2;488,930917;65,550003
2025-03-04 00:00:00;2025-03-04 01:00:00;DK2;405,689564;54,389999
2025-03-04 01:00:00;2025-03-04 02:00:00;DK2;240,847888;32,290001
2025-03-04 02:00:00;2025-03-04 03:00:00;DK2;149,998486;20,110001
2025-03-04 03:00:00;2025-03-04 04:00:00;DK2;149,923890;20,100000
2025-03-04 04:00:00;2025-03-04 05:00:00;DK2;317,077824;42,509998
2025-03-04 05:00:00;2025-03-04 06:00:00;DK2;395,023337;52,959999
2025-03-04 06:00:00;2025-03-04 07:00:00;DK2;491,541525;65,900002
2025-03-04 07:00:00;2025-03-04 08:00:00;DK2;468,791850;62,849998
2025-03-04 08:00:00;2025-03-04 09:00:00;DK2;456,708447;61,230000
2025-03-04 09:00:00;2025-03-04 10:00:00;DK2;188,710163;25,299999
2025-03-04 10:00:00;2025-03-04 11:00:00;DK2;98,905014;13,260000
2025-03-04 11:00:00;2025-03-04 12:00:00;DK2;29,835600;4,000000
2025-03-04 12:00:00;2025-03-04 13:00:00;DK2;30,133956;4,040000
2025-03-04 13:00:00;2025-03-04 14:00:00;DK2;75,409479;10,110000
